ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00013366,Jul,2,Saturday,Honda,Urban,Monday,Jul,2,Male,Single,Third Party,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00010012,Oct,5,Sunday,Honda,Urban,Friday,Nov,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,4 years,21 to 25,No,No,External,none,no change,1 vehicle,1994,Collision
CL00008758,Aug,4,Wednesday,Nisson,Urban,Thursday,Aug,4,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00015163,Aug,2,Wednesday,Pontiac,Urban,Friday,Aug,2,Male,Single,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,3 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils
CL00001935,Dec,3,Sunday,Mazda,Urban,Thursday,Feb,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00005761,Aug,2,Wednesday,Porche,Urban,Friday,Aug,2,Male,Single,Policy Holder,Utility - Collision,Utility,40000 to 59000,0,400,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00005640,Jun,2,Monday,Ferrari,Urban,Wednesday,Jun,3,Male,Married,Policy Holder,Utility - Collision,Utility,40000 to 59000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00014988,Aug,2,Friday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
CL00011167,Mar,2,Thursday,Pontiac,Urban,Thursday,Mar,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00015363,Jul,1,Wednesday,Toyota,Urban,Wednesday,Jul,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00012880,Feb,1,Tuesday,Accura,Urban,Tuesday,Feb,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00003889,Mar,1,Wednesday,Chevrolet,Rural,Tuesday,Mar,3,Male,Married,Third Party,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00000839,Jul,1,Tuesday,Toyota,Urban,Thursday,Jul,2,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,1 year,1 vehicle,1996,All Perils
CL00000635,Dec,4,Monday,Pontiac,Urban,Saturday,Jan,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00009623,Feb,2,Monday,Pontiac,Rural,Tuesday,Feb,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00003583,Sep,4,Tuesday,Honda,Urban,Tuesday,Sep,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00007735,Jan,1,Monday,Mazda,Urban,Wednesday,Jan,1,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00001136,Jun,2,Sunday,Ford,Urban,Thursday,Jun,3,Female,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00013616,May,2,Monday,Toyota,Urban,Tuesday,May,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1995,Collision
CL00015242,Dec,1,Wednesday,Mazda,Rural,Tuesday,Dec,2,Female,Widow,Third Party,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00008350,Oct,2,Friday,Pontiac,Urban,Saturday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00001409,Jul,2,Thursday,Toyota,Urban,Tuesday,Jul,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00004183,Jan,2,Saturday,Toyota,Urban,Tuesday,Jan,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00001115,Dec,2,Monday,Toyota,Urban,Thursday,Dec,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,Internal,none,no change,1 vehicle,1995,Collision
CL00000135,Sep,2,Saturday,Mazda,Urban,Tuesday,Sep,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,700,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00009186,Dec,4,Friday,Chevrolet,Urban,Thursday,Dec,5,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,500,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1994,Collision
CL00005377,Nov,4,Saturday,Chevrolet,Urban,Monday,Nov,4,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00004125,May,3,Sunday,Pontiac,Urban,Wednesday,May,3,Female,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,1 year,1 vehicle,1995,Liability
CL00010483,Jan,2,Tuesday,Toyota,Rural,Wednesday,Jan,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00001601,Feb,1,Sunday,Mercury,Urban,Thursday,Feb,3,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00010086,Jul,5,Friday,Pontiac,Urban,Monday,Aug,2,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00010803,Apr,4,Thursday,Ford,Urban,Friday,May,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00014682,Apr,4,Saturday,Honda,Urban,Tuesday,Apr,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00011253,Dec,1,Tuesday,Pontiac,Urban,Thursday,Feb,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
CL00001275,Oct,4,Thursday,Pontiac,Urban,Friday,Oct,4,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
CL00007353,Jun,4,Tuesday,Pontiac,Rural,Tuesday,Jun,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability
CL00000358,Dec,2,Saturday,Pontiac,Rural,Monday,Dec,3,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00013396,Feb,2,Sunday,Pontiac,Urban,Wednesday,Feb,3,Female,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00000066,Mar,4,Sunday,Toyota,Urban,Tuesday,Apr,1,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00009426,Nov,1,Friday,Toyota,Urban,Monday,Nov,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,3 to 4,1995,All Perils
CL00002972,Jul,1,Monday,Mazda,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00006384,Jul,4,Wednesday,VW,Urban,Wednesday,Aug,1,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00006035,Jun,3,Thursday,Pontiac,Urban,Thursday,Jun,3,Male,Single,Third Party,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,3 to 4,1995,Collision
CL00005479,Oct,4,Saturday,Honda,Rural,Wednesday,Oct,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00006951,Sep,4,Thursday,Pontiac,Urban,Monday,Sep,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00011862,Feb,4,Monday,Honda,Urban,Tuesday,Mar,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00005934,May,3,Tuesday,Toyota,Urban,Tuesday,May,3,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,Internal,none,no change,1 vehicle,1994,Collision
CL00007879,Sep,1,Monday,Pontiac,Urban,Tuesday,Sep,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1994,All Perils
CL00011483,Apr,3,Friday,Chevrolet,Urban,Friday,Apr,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00004647,Jun,4,Thursday,Pontiac,Urban,Thursday,Jul,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00005078,Jun,1,Saturday,Toyota,Urban,Tuesday,Jun,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1996,Liability
CL00009984,Oct,3,Sunday,Honda,Urban,Monday,Nov,2,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00012583,Feb,2,Monday,Honda,Urban,Monday,Feb,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
CL00007486,Nov,2,Sunday,Honda,Urban,Monday,Nov,2,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00001118,Mar,4,Friday,Honda,Urban,Tuesday,Apr,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00012287,Jan,1,Monday,Mazda,Rural,Tuesday,Jan,2,Male,Single,Third Party,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00011015,Sep,5,Friday,Mazda,Urban,Monday,Oct,1,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00010567,May,3,Monday,Pontiac,Rural,Wednesday,May,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00010729,Jul,2,Tuesday,Honda,Urban,Tuesday,Jul,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00000914,Apr,2,Wednesday,Chevrolet,Urban,Wednesday,Apr,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision
CL00011104,Feb,3,Thursday,Pontiac,Urban,Monday,Feb,4,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00014083,Mar,1,Sunday,Mazda,Urban,Wednesday,Mar,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
CL00004829,Mar,2,Wednesday,Accura,Urban,Wednesday,Mar,4,Female,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00007303,Nov,3,Thursday,Mercury,Urban,Friday,Nov,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00003896,Oct,3,Monday,Toyota,Rural,Monday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00001850,Mar,2,Wednesday,Honda,Urban,Wednesday,Mar,3,Male,Married,Third Party,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00005371,Feb,2,Monday,Toyota,Urban,Monday,Feb,2,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00008956,Mar,5,Thursday,Mazda,Rural,Monday,Apr,1,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00010207,Dec,2,Tuesday,Chevrolet,Rural,Tuesday,Mar,1,Male,Married,Policy Holder,Utility - Liability,Utility,more than 69000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00004600,Aug,3,Wednesday,Dodge,Urban,Wednesday,Aug,3,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00001940,Feb,4,Thursday,Mazda,Urban,Tuesday,Mar,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00007572,Jul,4,Tuesday,Honda,Urban,Wednesday,Jul,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00009030,Jul,4,Wednesday,Pontiac,Urban,Monday,Oct,5,Male,Married,Third Party,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00014869,Jul,4,Thursday,Toyota,Rural,Wednesday,Aug,1,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00004793,May,2,Thursday,Pontiac,Rural,Tuesday,May,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00002619,Mar,3,Monday,Honda,Urban,Tuesday,Mar,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00006391,Jan,4,Sunday,Mazda,Urban,Tuesday,Feb,1,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00004386,Jul,3,Wednesday,Dodge,Urban,Monday,Jul,4,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00008866,Oct,2,Friday,Mazda,Urban,Monday,Oct,3,Female,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00001945,Sep,1,Friday,Toyota,Urban,Wednesday,Sep,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00008924,May,5,Tuesday,Toyota,Urban,Friday,Jun,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,none,no change,1 vehicle,1995,Liability
CL00007979,Nov,5,Tuesday,Pontiac,Urban,Thursday,Dec,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00000704,Aug,2,Friday,Pontiac,Urban,Friday,Aug,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,1994,Collision
CL00010714,Mar,4,Saturday,Mazda,Urban,Monday,Mar,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00013566,Jan,4,Wednesday,Mazda,Urban,Friday,Feb,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00014203,Nov,3,Thursday,Dodge,Urban,Friday,Nov,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
